category,Original Text,Confidence,Context,Context,Argument 1,Argument 1,Relation,Relation,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Claim Id
type(Argument 2),,,,,,,,,SimpleArgument #1,SimpleArgument #1,SimpleArgument #2,SimpleArgument #2,SimpleArgument #3,SimpleArgument #3,SimpleArgument #4,SimpleArgument #4,TemporalArgument #1,TemporalArgument #1,TemporalArgument #2,TemporalArgument #2,TemporalArgument #3,TemporalArgument #3,SpatialArgument #1,SpatialArgument #1,SpatialArgument #2,SpatialArgument #2,
datatype,,,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,
3609,"""An Instagram account linked to suspected shooter Nikolas Cruz featured an avatar that included a ""MAGA"" hat.""",0.8034186648553394,,,An Instagram account,"(3, 23)",linked,"(24, 30)",,,,,,,,,,,,,,,,,,,1637
3622,"""Flag protocol specifies that a U.S. flag should be burned if it has been allowed to touch the ground.""",0.7659409299407446,Flag protocol specifies,"(3, 26)",a U.S. flag,"(32, 43)",should be burned,"(44, 60)",,,,,,,,,,,,,,,,,,,1643
3623,"""Flag protocol specifies that a U.S. flag should be burned if it has been allowed to touch the ground.""",0.8163272075854274,,,Flag protocol,"(3, 16)",specifies,"(17, 26)",that a U.S. flag should be burned,"(27, 60)",,,,,,,,,,,,,,,,,1643
3624,"""Flag protocol specifies that a U.S. flag should be burned if it has been allowed to touch the ground.""",0.4105143601445306,,,it,"(64, 66)",to touch,"(84, 92)",the ground,"(93, 103)",,,,,,,,,,,,,,,,,1643
3625,"""Flag protocol specifies that a U.S. flag should be burned if it has been allowed to touch the ground.""",0.1948871917044894,,,it,"(64, 66)",has been allowed,"(67, 83)",,,,,,,,,,,,,,,,,,,1643
3718,"""Video footage shows cats being offered as prizes in an arcade claw machine in China.""",0.5058768817367334,Video footage shows,"(3, 22)",cats,"(23, 27)",being offered,"(28, 41)",,,,,,,,,,,,,,,,,,,1686
3719,"""Video footage shows cats being offered as prizes in an arcade claw machine in China.""",0.962807437459249,,,Video footage,"(3, 16)",shows,"(17, 22)",cats being offered as prizes in an arcade claw machine in China,"(23, 86)",,,,,,,,,,,,,,,,,1686
3727,"""Black Lives Matter leader Marquesha Johnson was sued for embezzling millions of dollars in donations.""",0.9243576131501832,Black Lives,"(3, 14)",Matter leader Marquesha Johnson,"(15, 46)",was sued,"(47, 55)",for embezzling millions of dollars in donations,"(56, 103)",,,,,,,,,,,,,,,,,1691
3728,"""Black Lives Matter leader Marquesha Johnson was sued for embezzling millions of dollars in donations.""",0.5803287615216177,,,Black,"(3, 8)",Lives,"(9, 14)",,,,,,,,,,,,,,,,,,,1691
3729,"""Black Lives Matter leader Marquesha Johnson was sued for embezzling millions of dollars in donations.""",0.9283193121003829,,,Matter leader Marquesha Johnson,"(15, 46)",for embezzling,"(56, 70)",millions of dollars,"(71, 90)",in donations,"(91, 103)",,,,,,,,,,,,,,,1691
3737,"""“This Video Of A Disabled Toddler Trying To Shake Trump’s Hand And Getting Ignored Will Break Your Heart.”""",0.7508836390842847,,,A Disabled Toddler,"(22, 40)",Getting Ignored,"(41, 56)",,,,,,,,,,,,,,,,,,,1696
3738,"""“This Video Of A Disabled Toddler Trying To Shake Trump’s Hand And Getting Ignored Will Break Your Heart.”""",0.7712811714589339,,,This Video Of A Disabled Toddler,"(8, 40)",Getting,"(41, 48)",Ignored,"(49, 56)",,,,,,,,,,,,,,,,,1696
3739,"""“This Video Of A Disabled Toddler Trying To Shake Trump’s Hand And Getting Ignored Will Break Your Heart.”""",0.3808945036672451,,,Ignored,"(71, 78)",(is] Hand (of],"(66, 70)",Trump,"(57, 62)",,,,,,,,,,,,,,,,,1696
3740,"""“This Video Of A Disabled Toddler Trying To Shake Trump’s Hand And Getting Ignored Will Break Your Heart.”""",0.8144395180296725,,,This Video Of A Disabled Toddler,"(8, 40)",Will Break,"(79, 89)",Your Heart,"(90, 100)",,,,,,,,,,,,,,,,,1696
3741,"""“This Video Of A Disabled Toddler Trying To Shake Trump’s Hand And Getting Ignored Will Break Your Heart.”""",0.9250606141558616,,,A Disabled Toddler,"(22, 40)",Trying,"(41, 47)",To Shake Trump 's Hand Ignored,"(48, 78)",,,,,,,,,,,,,,,,,1696
3754,"""“My Buy America reform passed the Senate with bipartisan support. But when it got to the House, the foreign steel companies bought Washington lobbyists to kill it. [House Speaker] Paul Ryan and [Senate Majority Leader] Mitch McConnell gave them what they wanted, and American workers were left behind again.”""",0.2658392749347332,Senate Majority Leader gave,"(2, 47)",they,"(58, 62)",wanted,"(63, 69)",,,,,,,,,,,,,,,,,,,1705
3755,"""“My Buy America reform passed the Senate with bipartisan support. But when it got to the House, the foreign steel companies bought Washington lobbyists to kill it. [House Speaker] Paul Ryan and [Senate Majority Leader] Mitch McConnell gave them what they wanted, and American workers were left behind again.”""",0.830889828946889,,,Senate Majority Leader,"(2, 24)",gave,"(43, 47)",them,"(48, 52)",what they wanted,"(53, 69)",,,,,,,,,,,,,,,1705
3756,"""“My Buy America reform passed the Senate with bipartisan support. But when it got to the House, the foreign steel companies bought Washington lobbyists to kill it. [House Speaker] Paul Ryan and [Senate Majority Leader] Mitch McConnell gave them what they wanted, and American workers were left behind again.”""",0.2658392749347332,House Speaker ] Paul Ryan gave,"(2, 32)",they,"(43, 47)",wanted,"(48, 54)",,,,,,,,,,,,,,,,,,,1705
3757,"""“My Buy America reform passed the Senate with bipartisan support. But when it got to the House, the foreign steel companies bought Washington lobbyists to kill it. [House Speaker] Paul Ryan and [Senate Majority Leader] Mitch McConnell gave them what they wanted, and American workers were left behind again.”""",0.8758019640489743,,,House Speaker ] Paul Ryan,"(2, 27)",gave,"(28, 32)",them,"(33, 37)",what they wanted,"(38, 54)",,,,,,,,,,,,,,,1705
3758,"""“My Buy America reform passed the Senate with bipartisan support. But when it got to the House, the foreign steel companies bought Washington lobbyists to kill it. [House Speaker] Paul Ryan and [Senate Majority Leader] Mitch McConnell gave them what they wanted, and American workers were left behind again.”""",0.7665350501724939,,,American workers,"(0, 16)",were left,"(17, 26)",behind,"(27, 33)",,,,,,,again,"(34, 39)",,,,,,,,,1705
3759,"""“My Buy America reform passed the Senate with bipartisan support. But when it got to the House, the foreign steel companies bought Washington lobbyists to kill it. [House Speaker] Paul Ryan and [Senate Majority Leader] Mitch McConnell gave them what they wanted, and American workers were left behind again.”""",0.8252256153497312,the foreign steel companies bought,"(27, 61)",the foreign steel companies,"(27, 54)",bought Washington lobbyists to kill,"((55, 61), (62, 82))",it,"(91, 93)",,,,,,,,,,,,,,,,,1705
3760,"""“My Buy America reform passed the Senate with bipartisan support. But when it got to the House, the foreign steel companies bought Washington lobbyists to kill it. [House Speaker] Paul Ryan and [Senate Majority Leader] Mitch McConnell gave them what they wanted, and American workers were left behind again.”""",0.9103043355599056,,,the foreign steel companies,"(27, 54)",bought,"(55, 61)",Washington lobbyists,"(62, 82)",to kill it,"(83, 93)",,,,,when it got to the House,"(0, 24)",,,,,,,,,1705
3761,"""“My Buy America reform passed the Senate with bipartisan support. But when it got to the House, the foreign steel companies bought Washington lobbyists to kill it. [House Speaker] Paul Ryan and [Senate Majority Leader] Mitch McConnell gave them what they wanted, and American workers were left behind again.”""",0.5680679595514976,,,it,"(5, 7)",got,"(8, 11)",to the House,"(12, 24)",,,,,,,,,,,,,,,,,1705
3762,"""“My Buy America reform passed the Senate with bipartisan support. But when it got to the House, the foreign steel companies bought Washington lobbyists to kill it. [House Speaker] Paul Ryan and [Senate Majority Leader] Mitch McConnell gave them what they wanted, and American workers were left behind again.”""",0.7772900140122809,,,My Buy America reform,"(8, 29)",passed,"(30, 36)",the Senate,"(37, 47)",,,,,,,,,,,,,,,,,1705
3783,"""Zantac (ranitidine) or similar acid reflux medications cause users to falsely test positive for meth use.""",0.8668367470739037,similar acid reflux medications cause,"(26, 63)",users,"(64, 69)",to falsely test,"(70, 85)",positive,"(86, 94)",for meth use,"(95, 107)",,,,,,,,,,,,,,,1716
3784,"""Zantac (ranitidine) or similar acid reflux medications cause users to falsely test positive for meth use.""",0.8968933196674548,,,similar acid reflux medications,"(26, 57)",cause,"(58, 63)",users to falsely test positive for meth use,"(64, 107)",,,,,,,,,,,,,,,,,1716
3785,"""Zantac (ranitidine) or similar acid reflux medications cause users to falsely test positive for meth use.""",0.5611367476827249,,,meth,"(99, 103)",use,"(104, 107)",,,,,,,,,,,,,,,,,,,1716
3813,"""Claims video corroborates its story that “police officers in Charlottesville believed the driver was not acting maliciously.”""",0.6866340513862939,police officers in Charlottesville believed,"(45, 88)",the driver,"(89, 99)",was not acting maliciously,"(100, 126)",,,,,,,,,,,,,,,,,,,1726
3814,"""Claims video corroborates its story that “police officers in Charlottesville believed the driver was not acting maliciously.”""",0.9246266863479248,,,police officers in Charlottesville,"(45, 79)",believed,"(80, 88)",the driver was not acting maliciously,"(89, 126)",,,,,,,,,,,,,,,,,1726
3816,"""On Facebook, Michael Saari wrote that it was ""normal"" for adult men to marry and have sex with pre-pubescent girls.""",0.4122173051533353,Michael Saari wrote,"(20, 39)",it,"(45, 47)",was,"(48, 51)",have sex with pre-pubescent girls,"(54, 87)",,,,,,,,,,,,,,,,,1728
3817,"""On Facebook, Michael Saari wrote that it was ""normal"" for adult men to marry and have sex with pre-pubescent girls.""",0.805569042498078,,,Michael Saari,"(20, 33)",wrote,"(34, 39)",that it was  have sex with pre-pubescent girls,"(40, 87)",,,,,,,,,,,,,On Facebook,"(6, 17)",,,1728
3818,"""On Facebook, Michael Saari wrote that it was ""normal"" for adult men to marry and have sex with pre-pubescent girls.""",0.4122173051533353,Michael Saari wrote,"(20, 39)",it,"(45, 47)",was,"(48, 51)",normal   for adult men to marry,"(56, 89)",,,,,,,,,,,,,,,,,1728
3819,"""On Facebook, Michael Saari wrote that it was ""normal"" for adult men to marry and have sex with pre-pubescent girls.""",0.8691862876304717,,,Michael Saari,"(20, 33)",wrote,"(34, 39)",that it was   normal   for adult men to marry,"(40, 89)",,,,,,,,,,,,,On Facebook,"(6, 17)",,,1728
3820,"""On Facebook, Michael Saari wrote that it was ""normal"" for adult men to marry and have sex with pre-pubescent girls.""",0.7323734373534755,,,adult men,"(71, 80)",to marry,"(81, 89)",,,,,,,,,,,,,,,,,,,1728
3849,"""A video shows Palestinian lawmakers dancing in response to Nikki Haley's threat to cut aid to the country in the wake of a controversial decision to move the U.S. embassy to Jerusalem.""",0.6866340513862939,A video shows,"(3, 16)",Palestinian lawmakers,"(17, 38)",dancing,"(39, 46)",,,,,,,,,,,,,,,,,,,1745
3850,"""A video shows Palestinian lawmakers dancing in response to Nikki Haley's threat to cut aid to the country in the wake of a controversial decision to move the U.S. embassy to Jerusalem.""",0.950229236811974,,,A video,"(3, 10)",shows,"(11, 16)",Palestinian lawmakers dancing in response to Nikki Haley's threat,"(17, 82)",,,,,,,,,,,,,,,,,1745
3876,"""House Minority Leader Nancy Pelosi tweeted that she was disgusted with ""President"" Trump after the passage of a tax reform bill.""",0.4953178616921359,,,Nancy Pelosi,"(25, 37)",(is] Leader (of],"(18, 24)",House Minority,"(3, 17)",,,,,,,,,,,,,,,,,1756
3877,"""House Minority Leader Nancy Pelosi tweeted that she was disgusted with ""President"" Trump after the passage of a tax reform bill.""",0.5119602363734455,House Minority Leader Nancy Pelosi tweeted,"(3, 45)",she,"(51, 54)",was,"(55, 58)",disgusted with President,"(59, 85)",,,,,,,,,,,,,,,,,1756
3878,"""House Minority Leader Nancy Pelosi tweeted that she was disgusted with ""President"" Trump after the passage of a tax reform bill.""",0.7981774742179797,,,House Minority Leader Nancy Pelosi,"(3, 37)",tweeted,"(38, 45)",,,,,,,,,,,,,,,,,,,1756
3886,"""In January 2018, technology companies revealed plans to sell a sex robot that can cook and clean by 2019.""",0.8239830255209885,technology companies revealed,"(24, 53)",technology companies,"(24, 44)",revealed to sell,"((45, 53), (60, 67))",a sex robot clean,"(68, 85)",,,,,,,by 2019,"(86, 93)",,,,,,,,,1758
3887,"""In January 2018, technology companies revealed plans to sell a sex robot that can cook and clean by 2019.""",0.9390664945183972,,,technology companies,"(24, 44)",revealed,"(45, 53)",plans to sell a sex robot clean by 2019,"(54, 93)",,,,,,,In January 2018,"(6, 21)",,,,,,,,,1758
3888,"""In January 2018, technology companies revealed plans to sell a sex robot that can cook and clean by 2019.""",0.6309934121308803,technology companies revealed,"(24, 53)",technology companies,"(24, 44)",revealed to sell,"((45, 53), (60, 67))",a sex robot that can cook,"(68, 93)",,,,,,,,,,,,,,,,,1758
3889,"""In January 2018, technology companies revealed plans to sell a sex robot that can cook and clean by 2019.""",0.9390664945183972,,,technology companies,"(24, 44)",revealed,"(45, 53)",plans to sell a sex robot,"(54, 79)",,,,,,,In January 2018,"(6, 21)",,,,,,,,,1758
3890,"""In January 2018, technology companies revealed plans to sell a sex robot that can cook and clean by 2019.""",0.7181452631261411,,,a sex robot,"(68, 79)",can cook,"(85, 93)",,,,,,,,,,,,,,,,,,,1758
3903,"""Newsweek magazine reported that President Trump would be impeached and replaced by Hillary Clinton.""",0.9382554258342916,,,Newsweek magazine,"(6, 23)",reported replaced,"(24, 41)",by Hillary Clinton,"(42, 60)",,,,,,,,,,,,,,,,,1764
3904,"""Newsweek magazine reported that President Trump would be impeached and replaced by Hillary Clinton.""",0.7481743191405911,Newsweek magazine reported,"(6, 32)",President Trump,"(38, 53)",would be impeached,"(54, 72)",,,,,,,,,,,,,,,,,,,1764
3905,"""Newsweek magazine reported that President Trump would be impeached and replaced by Hillary Clinton.""",0.8163272075854274,,,Newsweek magazine,"(6, 23)",reported,"(24, 32)",that President Trump would be impeached,"(33, 72)",,,,,,,,,,,,,,,,,1764
3922,"""A few Democratic lawmakers were spotted checking their phones during President Trump's State of the Union address.""",0.8618510395507126,,,A few Democratic lawmakers,"(3, 29)",checking,"(43, 51)",their phones,"(52, 64)",,,,,,,during President Trump's State of the Union address,"(65, 116)",,,,,,,,,1773
3923,"""A few Democratic lawmakers were spotted checking their phones during President Trump's State of the Union address.""",0.7685182436997187,,,A few Democratic lawmakers,"(3, 29)",were spotted,"(30, 42)",,,,,,,,,,,,,,,,,,,1773
3939,"""Photographs show a mule attacking and killing a mountain lion.""",0.8713075742434684,Photographs show,"(6, 22)",Photographs,"(6, 17)",show killing,"((18, 22), (23, 30))",a mountain lion,"(31, 46)",,,,,,,,,,,,,,,,,1780
3940,"""Photographs show a mule attacking and killing a mountain lion.""",0.8998226005877157,,,Photographs,"(6, 17)",show,"(18, 22)",killing a mountain lion,"(23, 46)",,,,,,,,,,,,,,,,,1780
3941,"""Photographs show a mule attacking and killing a mountain lion.""",0.6866340513862939,Photographs show,"(6, 22)",a mule,"(23, 29)",attacking,"(30, 39)",,,,,,,,,,,,,,,,,,,1780
3942,"""Photographs show a mule attacking and killing a mountain lion.""",0.8998226005877157,,,Photographs,"(6, 17)",show,"(18, 22)",a mule attacking,"(23, 39)",,,,,,,,,,,,,,,,,1780
3946,"""Individuals are legitimately identifying as and calling for acceptance of a new identity known as ""clovergender.""""",0.9315526874932588,,,a new identity,"(77, 91)",known,"(92, 97)",as   clovergender,"(98, 117)",,,,,,,,,,,,,,,,,1783
3947,"""Individuals are legitimately identifying as and calling for acceptance of a new identity known as ""clovergender.""""",0.8772656277736296,,,Individuals,"(6, 17)",calling,"(51, 58)",for acceptance of a new identity,"(59, 91)",,,,,,,,,,,,,,,,,1783
3948,"""Individuals are legitimately identifying as and calling for acceptance of a new identity known as ""clovergender.""""",0.7130135287477929,,,Individuals,"(6, 17)",are legitimately identifying,"(18, 46)",,,,,,,,,,,,,,,,,,,1783
3952,"""An NFL ""entertainment lawyer"" was found dead hours after telling reporters that the upcoming Super Bowl was “rigged.”""",0.8213565040700419,An NFL   entertainment lawyer after telling,"(3, 69)",the upcoming Super Bowl,"(85, 108)",was,"(109, 112)",rigged,"(114, 120)",,,,,,,,,,,,,,,,,1785
